package	version	architecture	source	package_url	size	sha256	requested_by
erlang-diameter	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-diameter_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	787502	d5a0473ad086d3083b08aa27fcdbb3a3fa3f97288198a0f611320ff621b72f13	apt-closure
erlang-edoc	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-edoc_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	399658	d84d44c0bbdcba43fcf690ecf218b8df3c4bbc55630fae2ca4223b8af6530927	apt-closure
erlang-eldap	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-eldap_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	125512	d30f6103eae695661b9d462c81a0234d39ff30d34d4bbb819e57f2bf79e3706c	apt-closure
erlang-erl-docgen	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-erl-docgen_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	175130	c63f4c2b0426d67404caa89b814992f609a49ecf024183db17594ad8c30647f0	apt-closure
erlang-et	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-et_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	172028	55b33814b802f1d71f7a675743fea2ca191d0158a8e5e7631abf9238ee4d99bc	apt-closure
erlang-eunit	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-eunit_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	166214	3f13683191a909a0b610db654bf86dea868b0e1a7af651bc7f86c54417856542	apt-closure
erlang-ftp	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-ftp_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	85964	c9a39741e0e613f0d3745a14205d53e25605e12a0a0d3acd193d8c9a893ddb74	apt-closure
erlang-inets	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-inets_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	640870	e2ed0c14c505de0ac8b6a26c71ddf535b5f042a4f7d474e1c3ba54784d0e759f	apt-closure
erlang-megaco	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-megaco_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	3880240	d81984edc34ef9dcd591a8cfb0a0a37b2991781e38502a6c32a21e964c82104e	apt-closure
erlang-mnesia	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-mnesia_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	891646	3a9d38e7b852193af7379da5545b20234851c98f1d1ecf8b5e3762319c1400d0	apt-closure
erlang-observer	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-observer_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	1036820	4a83980a783abaa390cc87dbac01da5f63e6581c49ead831efde3a4999f52a6d	apt-closure
erlang-odbc	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-odbc_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	53992	9909b1ad0951cd23f8de6df74cc72eccfa79ec3d297720c187d7bb486b902836	apt-closure
erlang-os-mon	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-os-mon_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	92232	633bb87bf6db4b1d696436edfd0b7dd744bb59a8596d09b82adbbf0024c0eeca	apt-closure
erlang-parsetools	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-parsetools_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	193626	95a159a1c2c3211ec5207a3f2b0019398de10f3ecb83649bb38f2dfcc56ab2a7	apt-closure
erlang-public-key	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-public-key_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	763538	1e51b7db0f19efa21d4103c2782595828249a515199f00800f29345b895d6e01	apt-closure
erlang-reltool	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-reltool_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	389530	6e40f3796ec470a0f7dd5713768962b15c3edc7cec0ff3635a6c26057938e024	apt-closure
erlang-runtime-tools	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-runtime-tools_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	227248	831d39302722ccced7e9321b01f2607cb4222707574ece462c9a92a514610b8e	apt-closure
erlang-snmp	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-snmp_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	1877898	6d401ba9a3dc33d9cc7fbdf9cfa61bce972da93cbebb07b1f0dcb4358308a28d	apt-closure
erlang-ssh	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-ssh_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	1007604	a43b2c3a0827c735005eb77d6a2b37341818ca58b959f9daa5c00cb3eab15ae4	apt-closure
erlang-ssl	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-ssl_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	1645522	fd32d4ed20adc3aceb63566dea52a83141d86a14fd555866d19a3956dee4849d	apt-closure
erlang-syntax-tools	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-syntax-tools_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	305064	65677c5695af7b8bd3419986ae1319fce77516c953d780c99bd81b4215698188	apt-closure
erlang-tftp	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-tftp_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	102324	6442c599918cd6c11027dc98bf58b85e19947bd79315e43c7ccecf246a45eb23	apt-closure
erlang-tools	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-tools_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	586890	3d39dae0c123a206d9628d277668efa735ceae8688e5ff1533c402e0024a4fcc	apt-closure
erlang-wx	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/erlang/erlang-wx_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	4542180	51eeb1bd2365b461a6d1191bd4c071546f7879e8c5f31d73ed85ec2e34ec0108	apt-closure
erlang-xmerl	1:25.3.2.8+dfsg-1ubuntu4.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/erlang/erlang-xmerl_25.3.2.8%2bdfsg-1ubuntu4.6_amd64.deb	1371406	5fd3fecc62bb52cecc8b38c8c834bdf13fce01ba26d4cf96c0ace47cce92d562	apt-closure
ethtool	1:6.7-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/e/ethtool/ethtool_6.7-1build1_amd64.deb	228510	b0f36f1da7a0438aac6e537453dc1a3c817b1b88e49230ed25943a94b73aa226	apt-closure
exfatprogs	1.2.2-1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/e/exfatprogs/exfatprogs_1.2.2-1build1_amd64.deb	65858	64ef15897c8b80b92670fd14edd47733b90ea12c9fa836694158c04e6f60bc0d	apt-closure
extlinux	3:6.04~git20190206.bf6db5b4+dfsg1-3ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/s/syslinux/extlinux_6.04%7egit20190206.bf6db5b4%2bdfsg1-3ubuntu3_amd64.deb	147418	53fb909567781e33cb286a6855f058de7253cc17b195f98bf2044e0a740fcc35	apt-closure
f2fs-tools	1.16.0-1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/f2fs-tools/f2fs-tools_1.16.0-1_amd64.deb	202028	914097c27d98f03e5fe56c5038e1a5abd81b8cbf0b24132fa234d608dfa60ea3	apt-closure
fdisk	2.39.3-9ubuntu6.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/u/util-linux/fdisk_2.39.3-9ubuntu6.5_amd64.deb	121544	9c59ae2c2626cbd1d07a3aa6b244e34274fae937df64b07bdfe998f71ccde05c	apt-closure
ffmpeg	7:6.1.1-3ubuntu5	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/f/ffmpeg/ffmpeg_6.1.1-3ubuntu5_amd64.deb	1878920	1a23baace5f2688a47e28119aedae6993cd638e6279a7227dfc52d9a337a1c17	apt-closure
file	1:5.45-3build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/f/file/file_5.45-3build1_amd64.deb	22042	17dae1d6e803d0304e318f451c8abf62cbd5bb2a0068300cdeea77c62075b895	apt-closure
